employee_id,date_of_joining,joining_month,gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,burn_rate,risk
EMP006551,12-02-2008,February,Female,Service,Yes,3,4,6,0.48,Low Risk
EMP006552,13-04-2008,April,Female,Product,Yes,1,3,3.7,0.31,Low Risk
EMP006553,13-08-2008,August,Male,Service,No,4,7,7.1,0.62,Low Risk
EMP006554,14-07-2008,July,Male,Service,No,3,7,8.1,0.78,High Risk
EMP006555,30-05-2008,May,Female,Service,Yes,2,4,3.8,0.32,Low Risk
EMP006556,31-12-2008,December,Female,Service,Yes,3,5,5.5,0.47,Low Risk
EMP006557,05-07-2008,July,Male,Service,No,2,4,7.9,0.64,Low Risk
EMP006558,17-05-2008,May,Male,Product,No,1,2,6.5,0.41,Low Risk
EMP006559,30-12-2008,December,Female,Service,No,2,5,6.1,0.58,Low Risk
EMP006560,21-11-2008,November,Male,Product,No,2,5,6.7,0.54,Low Risk
EMP006561,01-01-2008,January,Female,Product,Yes,2,3,5.1,0.37,Low Risk
EMP006562,18-01-2008,January,Male,Service,No,5,8,8.4,0.8,High Risk
EMP006563,25-08-2008,August,Female,Service,Yes,2,4,4.6,0.32,Low Risk
EMP006564,09-11-2008,November,Female,Service,No,3,6,6.3,0.6,Low Risk
EMP006565,12-05-2008,May,Male,Product,Yes,3,6,5.9,0.5,Low Risk
EMP006566,19-09-2008,September,Male,Product,No,3,7,7.5,0.72,High Risk
EMP006568,05-02-2008,February,Male,Service,No,1,3,3.6,0.27,Low Risk
EMP006570,30-03-2008,March,Male,Product,No,2,4,6.6,0.55,Low Risk
EMP006571,27-03-2008,March,Male,Product,No,1,2,4.9,0.32,Low Risk
EMP006572,06-03-2008,March,Male,Service,Yes,2,3,3.3,0.25,Low Risk
EMP006574,23-10-2008,October,Female,Product,Yes,2,4,6,0.46,Low Risk
EMP006575,02-02-2008,February,Female,Service,Yes,2,5,5.6,0.47,Low Risk
EMP006577,13-07-2008,July,Female,Service,No,2,6,8.2,0.69,Low Risk
EMP006578,09-10-2008,October,Male,Service,Yes,0,1,1.9,0.15,Low Risk
EMP006579,07-06-2008,June,Female,Service,Yes,3,5,5.7,0.42,Low Risk
EMP006580,07-04-2008,April,Female,Product,Yes,2,4,6.3,0.42,Low Risk
EMP006581,02-07-2008,July,Male,Service,Yes,3,6,7.5,0.67,Low Risk
EMP006582,12-10-2008,October,Female,Service,No,1,3,5.6,0.36,Low Risk
EMP006583,26-02-2008,February,Male,Service,No,3,5,7,0.62,Low Risk
EMP006584,05-01-2008,January,Male,Service,Yes,3,8,7.2,0.73,High Risk
EMP006585,05-08-2008,August,Female,Product,Yes,2,6,7.1,0.51,Low Risk
EMP006587,11-06-2008,June,Female,Product,No,2,4,7.6,0.62,Low Risk
EMP006588,30-08-2008,August,Male,Service,Yes,2,4,4,0.28,Low Risk
EMP006589,21-12-2008,December,Male,Service,Yes,1,2,3.2,0.24,Low Risk
EMP006590,07-10-2008,October,Female,Service,Yes,2,4,5.5,0.48,Low Risk
EMP006592,12-02-2008,February,Female,Service,No,3,6,7.3,0.59,Low Risk
EMP006593,31-03-2008,March,Female,Service,No,3,6,6.6,0.66,Low Risk
EMP006594,21-03-2008,March,Female,Service,Yes,1,3,5.4,0.33,Low Risk
EMP006595,05-09-2008,September,Female,Service,No,1,3,5,0.4,Low Risk
EMP006596,13-10-2008,October,Male,Service,No,4,7,7.8,0.6,Low Risk
EMP006597,25-02-2008,February,Male,Product,Yes,3,5,5.4,0.46,Low Risk
EMP006598,06-09-2008,September,Female,Service,Yes,3,5,4.2,0.37,Low Risk
EMP006599,01-05-2008,May,Male,Service,Yes,1,2,5.3,0.41,Low Risk
EMP006600,01-06-2008,June,Female,Service,Yes,3,6,7.9,0.57,Low Risk
EMP006601,30-11-2008,November,Female,Product,No,3,6,6.4,0.59,Low Risk
EMP006602,02-06-2008,June,Male,Product,No,2,4,7.1,0.53,Low Risk
EMP006603,21-05-2008,May,Female,Service,Yes,2,4,5.6,0.43,Low Risk
EMP006604,11-07-2008,July,Male,Service,No,1,3,5,0.41,Low Risk
EMP006605,29-06-2008,June,Male,Service,No,4,8,9,0.76,High Risk
EMP006606,22-12-2008,December,Female,Service,Yes,2,3,6.9,0.49,Low Risk
EMP006607,09-07-2008,July,Female,Product,Yes,3,6,4.9,0.41,Low Risk
EMP006608,14-01-2008,January,Female,Product,Yes,2,5,7,0.5,Low Risk
EMP006609,15-09-2008,September,Female,Service,No,0,1,2.9,0.18,Low Risk
EMP006610,20-11-2008,November,Female,Service,Yes,1,2,5.7,0.41,Low Risk
EMP006611,06-01-2008,January,Female,Service,No,2,5,7.3,0.54,Low Risk
EMP006612,09-10-2008,October,Male,Product,No,1,3,2.1,0.17,Low Risk
EMP006613,06-06-2008,June,Male,Product,No,2,3,4.1,0.3,Low Risk
EMP006614,21-03-2008,March,Female,Product,Yes,5,10,10,0.89,High Risk
EMP006615,07-05-2008,May,Male,Service,No,1,4,6.8,0.54,Low Risk
EMP006618,08-02-2008,February,Female,Product,No,3,7,6.6,0.54,Low Risk
EMP006619,16-03-2008,March,Female,Service,Yes,2,3,5.4,0.42,Low Risk
EMP006620,27-09-2008,September,Female,Service,No,3,6,6.2,0.49,Low Risk
EMP006621,10-11-2008,November,Male,Service,No,3,5,6,0.46,Low Risk
EMP006622,10-02-2008,February,Male,Service,No,1,1,2.9,0.21,Low Risk
EMP006623,20-12-2008,December,Female,Service,Yes,2,3,4.8,0.34,Low Risk
EMP006624,28-01-2008,January,Male,Service,No,4,8,8.2,0.71,High Risk
EMP006625,25-06-2008,June,Female,Service,No,3,6,7.8,0.72,High Risk
EMP006626,29-11-2008,November,Female,Product,Yes,1,2,4.2,0.31,Low Risk
EMP006628,16-09-2008,September,Female,Service,No,2,3,4.6,0.22,Low Risk
EMP006630,05-09-2008,September,Female,Service,Yes,1,2,2.5,0.19,Low Risk
EMP006631,14-08-2008,August,Male,Service,Yes,3,5,5.4,0.46,Low Risk
EMP006632,04-06-2008,June,Male,Product,Yes,1,4,4.4,0.32,Low Risk
EMP006633,30-01-2008,January,Male,Service,No,3,6,7.6,0.6,Low Risk
EMP006635,28-03-2008,March,Female,Service,No,5,10,8.2,0.8,High Risk
EMP006636,01-09-2008,September,Male,Product,No,0,1,0.1,0,Low Risk
EMP006637,07-01-2008,January,Male,Product,Yes,2,4,5.7,0.45,Low Risk
EMP006640,13-07-2008,July,Female,Product,Yes,2,4,5.5,0.42,Low Risk
EMP006641,02-02-2008,February,Male,Product,No,5,8,9.4,0.78,High Risk
EMP006643,15-10-2008,October,Male,Service,Yes,1,3,4.5,0.35,Low Risk
EMP006644,26-09-2008,September,Female,Product,Yes,4,8,8,0.73,High Risk
EMP006645,22-10-2008,October,Male,Product,Yes,2,2,3.9,0.21,Low Risk
EMP006646,20-04-2008,April,Male,Service,No,3,5,7.2,0.56,Low Risk
EMP006648,30-10-2008,October,Female,Service,Yes,2,5,6.7,0.46,Low Risk
EMP006649,29-07-2008,July,Male,Service,No,3,8,7.5,0.75,High Risk
EMP006651,26-06-2008,June,Male,Service,No,0,1,3.6,0.29,Low Risk
EMP006652,08-10-2008,October,Female,Service,Yes,1,2,3.1,0.12,Low Risk
EMP006653,01-04-2008,April,Female,Service,No,2,5,7.1,0.52,Low Risk
EMP006654,20-04-2008,April,Male,Product,Yes,2,4,5.6,0.48,Low Risk
EMP006655,31-03-2008,March,Male,Service,Yes,2,4,7.5,0.65,Low Risk
EMP006656,08-03-2008,March,Female,Product,Yes,2,4,4.9,0.38,Low Risk
EMP006657,27-10-2008,October,Male,Product,No,3,7,7.6,0.63,Low Risk
EMP006658,11-02-2008,February,Female,Service,No,2,6,6.4,0.55,Low Risk
EMP006659,19-05-2008,May,Male,Product,Yes,1,3,5,0.31,Low Risk
EMP006661,12-02-2008,February,Female,Product,Yes,1,4,5.7,0.47,Low Risk
EMP006662,17-06-2008,June,Male,Service,Yes,3,5,6,0.42,Low Risk
EMP006663,01-06-2008,June,Male,Service,Yes,4,6,6.6,0.66,Low Risk
EMP006664,05-01-2008,January,Female,Service,Yes,3,5,5.6,0.4,Low Risk
EMP006665,13-12-2008,December,Female,Service,Yes,1,2,5.6,0.42,Low Risk
EMP006666,17-12-2008,December,Male,Service,Yes,2,4,7.5,0.54,Low Risk
EMP006667,15-07-2008,July,Male,Service,Yes,2,6,8,0.78,High Risk
EMP006668,09-03-2008,March,Male,Product,Yes,2,5,7.2,0.6,Low Risk
EMP006670,16-10-2008,October,Male,Product,No,3,6,6.9,0.54,Low Risk
EMP006671,24-05-2008,May,Male,Service,Yes,3,4,5.2,0.45,Low Risk
EMP006672,26-04-2008,April,Female,Service,Yes,1,4,4.7,0.32,Low Risk
EMP006673,28-12-2008,December,Male,Service,Yes,2,4,3.8,0.24,Low Risk
EMP006674,18-04-2008,April,Female,Service,Yes,1,2,6.2,0.46,Low Risk
EMP006676,22-08-2008,August,Male,Service,Yes,3,6,4.5,0.37,Low Risk
EMP006677,12-10-2008,October,Female,Service,Yes,3,5,5,0.45,Low Risk
EMP006678,26-05-2008,May,Male,Service,Yes,2,4,6.2,0.41,Low Risk
EMP006679,28-09-2008,September,Male,Service,No,3,6,6.5,0.6,Low Risk
EMP006680,03-07-2008,July,Female,Service,Yes,2,4,5.9,0.42,Low Risk
EMP006681,04-12-2008,December,Female,Service,No,0,1,0.9,0,Low Risk
EMP006682,13-07-2008,July,Male,Service,No,5,10,10,0.92,High Risk
EMP006683,04-07-2008,July,Male,Service,Yes,2,4,6.2,0.46,Low Risk
EMP006684,11-08-2008,August,Male,Product,Yes,4,6,6.2,0.52,Low Risk
EMP006686,19-12-2008,December,Female,Service,Yes,0,1,0.6,0,Low Risk
EMP006687,16-03-2008,March,Male,Service,Yes,1,1,4.1,0.26,Low Risk
EMP006688,10-07-2008,July,Female,Service,Yes,2,4,5.6,0.47,Low Risk
EMP006689,22-11-2008,November,Female,Service,Yes,1,1,2.6,0.1,Low Risk
EMP006690,17-05-2008,May,Female,Product,Yes,1,3,5.8,0.47,Low Risk
EMP006692,23-08-2008,August,Male,Service,Yes,1,2,4.6,0.28,Low Risk
EMP006693,24-05-2008,May,Male,Service,No,0,1,3.6,0.19,Low Risk
EMP006694,28-09-2008,September,Male,Service,No,2,4,5.6,0.53,Low Risk
EMP006695,09-07-2008,July,Male,Service,Yes,2,5,6.2,0.56,Low Risk
EMP006696,22-07-2008,July,Female,Service,No,2,5,7.2,0.55,Low Risk
EMP006697,14-01-2008,January,Male,Service,No,3,6,7.4,0.55,Low Risk
EMP006698,07-06-2008,June,Female,Product,Yes,2,5,4.6,0.38,Low Risk
EMP006700,18-04-2008,April,Female,Product,No,2,6,6.8,0.57,Low Risk
EMP006701,15-08-2008,August,Female,Product,No,1,1,1.5,0.09,Low Risk
EMP006702,30-10-2008,October,Female,Service,No,1,3,2.5,0.16,Low Risk
EMP006704,30-07-2008,July,Male,Service,No,2,6,7.5,0.55,Low Risk
EMP006706,04-02-2008,February,Female,Service,Yes,2,3,4.2,0.22,Low Risk
EMP006708,01-11-2008,November,Female,Service,Yes,4,6,7.1,0.69,Low Risk
EMP006711,29-01-2008,January,Female,Service,No,1,2,4.1,0.23,Low Risk
EMP006712,23-03-2008,March,Female,Product,Yes,2,4,2.2,0.15,Low Risk
EMP006713,14-11-2008,November,Female,Service,Yes,1,3,2,0.14,Low Risk
EMP006714,28-01-2008,January,Male,Service,Yes,1,2,5.1,0.42,Low Risk
EMP006715,03-06-2008,June,Male,Product,Yes,1,4,5.6,0.34,Low Risk
EMP006716,09-12-2008,December,Male,Service,No,2,3,3.4,0.26,Low Risk
EMP006717,14-09-2008,September,Male,Product,Yes,3,5,6.1,0.57,Low Risk
EMP006720,13-02-2008,February,Female,Product,No,3,7,8.6,0.78,High Risk
EMP006721,26-01-2008,January,Male,Service,No,1,4,6.3,0.52,Low Risk
EMP006722,29-06-2008,June,Male,Service,Yes,2,4,7,0.48,Low Risk
EMP006723,23-09-2008,September,Female,Service,Yes,2,5,4.5,0.35,Low Risk
EMP006724,21-09-2008,September,Female,Product,No,1,2,1.8,0.05,Low Risk
EMP006725,01-02-2008,February,Female,Service,Yes,0,2,2.9,0.21,Low Risk
EMP006726,16-05-2008,May,Male,Service,No,2,5,8.4,0.65,Low Risk
EMP006727,11-09-2008,September,Female,Service,Yes,1,1,2.2,0.09,Low Risk
EMP006728,08-11-2008,November,Female,Service,Yes,2,3,3.6,0.25,Low Risk
EMP006729,19-02-2008,February,Female,Product,No,2,5,5.6,0.53,Low Risk
EMP006730,06-10-2008,October,Female,Product,Yes,2,6,7.7,0.56,Low Risk
EMP006731,16-01-2008,January,Female,Service,Yes,1,3,6.4,0.41,Low Risk
EMP006732,07-09-2008,September,Male,Service,No,4,8,7.4,0.59,Low Risk
EMP006733,02-06-2008,June,Male,Service,Yes,2,6,6.7,0.55,Low Risk
EMP006734,29-05-2008,May,Male,Service,No,3,5,6.5,0.42,Low Risk
EMP006735,23-11-2008,November,Male,Service,Yes,0,1,2.9,0.09,Low Risk
EMP006736,09-11-2008,November,Female,Product,No,2,4,6.2,0.39,Low Risk
EMP006738,30-09-2008,September,Female,Product,Yes,2,4,5.8,0.4,Low Risk
EMP006739,24-04-2008,April,Male,Service,Yes,2,4,6.7,0.49,Low Risk
EMP006740,02-01-2008,January,Male,Service,No,2,4,7.3,0.6,Low Risk
EMP006741,25-06-2008,June,Male,Product,No,1,2,6.6,0.48,Low Risk
EMP006742,02-02-2008,February,Male,Service,No,2,4,4.2,0.37,Low Risk
EMP006744,16-11-2008,November,Female,Service,Yes,0,1,1.8,0.09,Low Risk
EMP006745,04-02-2008,February,Male,Product,No,2,1,2.3,0.06,Low Risk
EMP006746,16-06-2008,June,Female,Product,No,1,2,4.8,0.28,Low Risk
EMP006748,23-03-2008,March,Male,Product,Yes,2,6,7,0.69,Low Risk
EMP006749,08-09-2008,September,Female,Product,No,3,6,4.8,0.36,Low Risk
EMP006750,19-08-2008,August,Male,Service,No,3,6,7.1,0.67,Low Risk
EMP006751,02-03-2008,March,Male,Service,Yes,3,7,6.2,0.52,Low Risk
EMP006753,06-04-2008,April,Female,Service,No,2,4,4.3,0.21,Low Risk
EMP006754,31-12-2008,December,Male,Product,Yes,0,1,1,0.02,Low Risk
EMP006756,19-10-2008,October,Female,Product,No,3,5,5.1,0.39,Low Risk
EMP006757,12-03-2008,March,Female,Service,No,4,9,9.3,0.99,High Risk
EMP006758,02-12-2008,December,Female,Product,No,3,5,5.9,0.52,Low Risk
EMP006759,01-06-2008,June,Female,Service,Yes,1,1,3.9,0.29,Low Risk
EMP006760,01-01-2008,January,Female,Service,No,3,5,5.2,0.47,Low Risk
EMP006761,14-06-2008,June,Female,Product,No,4,7,8.7,0.69,Low Risk
EMP006762,14-11-2008,November,Male,Product,No,2,6,7.5,0.67,Low Risk
EMP006763,24-02-2008,February,Male,Product,No,2,6,8.2,0.7,High Risk
EMP006765,23-11-2008,November,Male,Service,Yes,0,1,2.2,0.17,Low Risk
EMP006767,01-08-2008,August,Female,Service,Yes,2,5,7,0.56,Low Risk
EMP006768,17-01-2008,January,Male,Service,Yes,3,5,5.3,0.44,Low Risk
EMP006769,24-06-2008,June,Female,Product,No,2,6,6.3,0.61,Low Risk
EMP006770,23-01-2008,January,Female,Service,Yes,0,1,3.5,0.19,Low Risk
EMP006772,25-06-2008,June,Female,Product,No,3,8,7.6,0.72,High Risk
EMP006774,09-07-2008,July,Female,Service,No,4,7,7.8,0.76,High Risk
EMP006775,18-09-2008,September,Male,Service,No,2,6,7.5,0.58,Low Risk
EMP006777,14-05-2008,May,Female,Product,No,4,6,7.4,0.63,Low Risk
EMP006779,30-12-2008,December,Female,Service,No,1,3,5,0.33,Low Risk
EMP006780,04-09-2008,September,Female,Product,No,2,5,8.8,0.71,High Risk
EMP006781,01-06-2008,June,Male,Product,Yes,0,1,0.2,0,Low Risk
EMP006783,05-01-2008,January,Male,Product,Yes,2,3,2.4,0.15,Low Risk
EMP006784,12-01-2008,January,Male,Service,No,3,5,6.3,0.41,Low Risk
EMP006785,27-09-2008,September,Male,Product,No,3,8,8.4,0.74,High Risk
EMP006786,07-01-2008,January,Male,Service,No,2,6,6.5,0.52,Low Risk
EMP006787,23-10-2008,October,Male,Service,Yes,2,4,4.4,0.38,Low Risk
EMP006788,02-07-2008,July,Female,Product,No,3,5,7,0.48,Low Risk
EMP006789,23-01-2008,January,Male,Product,Yes,2,4,4.3,0.27,Low Risk
EMP006790,02-04-2008,April,Male,Product,Yes,1,4,4.2,0.31,Low Risk
EMP006791,20-08-2008,August,Female,Service,Yes,2,5,5.7,0.5,Low Risk
EMP006792,11-02-2008,February,Female,Service,No,3,7,9,0.74,High Risk
EMP006793,08-06-2008,June,Male,Service,Yes,2,4,4.6,0.33,Low Risk
EMP006794,26-05-2008,May,Male,Service,Yes,2,5,8.4,0.65,Low Risk
EMP006795,29-08-2008,August,Female,Product,Yes,0,1,1.6,0.1,Low Risk
EMP006796,18-10-2008,October,Male,Product,Yes,1,3,5.5,0.47,Low Risk
EMP006797,01-02-2008,February,Male,Service,No,4,7,7.5,0.68,Low Risk
EMP006798,25-03-2008,March,Male,Service,Yes,2,4,4.6,0.38,Low Risk
EMP006799,15-03-2008,March,Female,Product,No,2,3,4.6,0.3,Low Risk
EMP006801,22-01-2008,January,Male,Product,Yes,2,3,2,0.13,Low Risk
EMP006802,19-07-2008,July,Female,Product,Yes,2,3,3.8,0.2,Low Risk
EMP006804,12-09-2008,September,Female,Service,Yes,0,1,4.8,0.24,Low Risk
EMP006805,07-08-2008,August,Male,Service,No,4,6,6.1,0.57,Low Risk
EMP006806,26-01-2008,January,Male,Product,Yes,2,5,5.4,0.45,Low Risk
EMP006807,08-01-2008,January,Male,Service,No,3,7,7.4,0.58,Low Risk
EMP006808,25-10-2008,October,Female,Service,Yes,1,3,7,0.5,Low Risk
EMP006809,10-06-2008,June,Male,Service,Yes,2,4,6.2,0.6,Low Risk
EMP006811,03-08-2008,August,Male,Service,Yes,1,3,4,0.27,Low Risk
EMP006813,16-07-2008,July,Male,Service,No,2,6,8.1,0.72,High Risk
EMP006814,28-11-2008,November,Male,Service,Yes,3,5,6.2,0.61,Low Risk
EMP006816,09-04-2008,April,Female,Service,No,3,5,6.9,0.49,Low Risk
EMP006817,03-01-2008,January,Male,Product,Yes,3,5,4.2,0.35,Low Risk
EMP006819,28-02-2008,February,Male,Service,Yes,3,5,5.8,0.4,Low Risk
EMP006820,01-11-2008,November,Male,Product,Yes,2,4,5.1,0.4,Low Risk
EMP006821,14-04-2008,April,Female,Service,No,3,4,5.8,0.4,Low Risk
EMP006822,01-07-2008,July,Female,Service,Yes,3,5,6.1,0.47,Low Risk
EMP006824,03-02-2008,February,Female,Product,No,4,7,8.5,0.67,Low Risk
EMP006825,14-09-2008,September,Female,Service,No,4,6,7.7,0.62,Low Risk
EMP006826,12-07-2008,July,Female,Service,No,3,6,5.7,0.48,Low Risk
EMP006827,13-09-2008,September,Male,Service,No,2,6,7.4,0.65,Low Risk
EMP006828,12-08-2008,August,Male,Service,Yes,0,1,0,0,Low Risk
EMP006829,23-08-2008,August,Female,Service,Yes,3,6,4.3,0.38,Low Risk
EMP006830,26-09-2008,September,Male,Product,No,4,7,7.5,0.66,Low Risk
EMP006831,30-11-2008,November,Male,Service,No,3,6,8.7,0.77,High Risk
EMP006832,02-09-2008,September,Female,Service,No,2,5,6.4,0.47,Low Risk
EMP006834,20-02-2008,February,Male,Product,Yes,1,2,5,0.4,Low Risk
EMP006835,19-12-2008,December,Female,Service,Yes,2,5,6,0.4,Low Risk
EMP006837,02-04-2008,April,Male,Service,No,3,5,6.7,0.46,Low Risk
EMP006838,06-12-2008,December,Male,Service,No,3,6,6.5,0.64,Low Risk
EMP006839,27-09-2008,September,Male,Service,Yes,2,5,6.9,0.46,Low Risk
EMP006841,20-08-2008,August,Female,Service,Yes,2,4,2.9,0.17,Low Risk
EMP006842,13-02-2008,February,Male,Service,Yes,4,7,7.1,0.66,Low Risk
EMP006843,24-10-2008,October,Male,Service,No,3,6,6,0.54,Low Risk
EMP006845,29-12-2008,December,Female,Product,Yes,0,2,4.7,0.24,Low Risk
EMP006846,15-01-2008,January,Female,Service,No,2,3,7,0.47,Low Risk
EMP006847,02-08-2008,August,Female,Service,No,0,1,1,0,Low Risk
EMP006848,27-06-2008,June,Female,Service,Yes,3,4,6.2,0.47,Low Risk
EMP006849,17-08-2008,August,Male,Product,No,3,6,9.3,0.8,High Risk
EMP006850,16-02-2008,February,Female,Service,No,3,7,6.8,0.68,Low Risk
EMP006852,22-07-2008,July,Female,Service,Yes,3,8,8.9,0.79,High Risk
EMP006853,06-08-2008,August,Male,Service,Yes,3,5,7,0.47,Low Risk
EMP006854,11-01-2008,January,Female,Service,No,2,3,4.4,0.29,Low Risk
EMP006855,19-12-2008,December,Female,Product,No,2,5,9,0.76,High Risk
EMP006856,23-05-2008,May,Male,Product,Yes,2,4,7.2,0.49,Low Risk
EMP006857,21-12-2008,December,Male,Service,Yes,2,5,5,0.44,Low Risk
EMP006858,29-09-2008,September,Male,Service,Yes,0,1,3.4,0.15,Low Risk
EMP006859,15-09-2008,September,Female,Service,Yes,1,3,6.3,0.44,Low Risk
EMP006860,14-06-2008,June,Female,Service,No,2,5,7.6,0.67,Low Risk
EMP006861,23-10-2008,October,Female,Product,Yes,0,1,3.7,0.19,Low Risk
EMP006862,27-10-2008,October,Female,Service,Yes,3,4,4.2,0.28,Low Risk
EMP006863,28-04-2008,April,Male,Service,No,5,9,10,1,High Risk
EMP006864,16-08-2008,August,Male,Service,Yes,3,5,6.2,0.5,Low Risk
EMP006866,25-12-2008,December,Female,Service,Yes,1,4,5.7,0.39,Low Risk
EMP006867,09-10-2008,October,Male,Product,Yes,3,7,8.1,0.76,High Risk
EMP006868,06-08-2008,August,Female,Service,No,2,4,6.2,0.42,Low Risk
EMP006869,23-03-2008,March,Male,Product,Yes,1,4,5.5,0.42,Low Risk
EMP006871,13-10-2008,October,Male,Service,No,3,8,8.4,0.72,High Risk
EMP006872,20-10-2008,October,Female,Product,Yes,2,4,6,0.38,Low Risk
EMP006873,29-12-2008,December,Male,Product,No,2,7,7.7,0.76,High Risk
EMP006874,23-02-2008,February,Male,Service,No,4,7,8.2,0.66,Low Risk
EMP006875,05-03-2008,March,Male,Service,No,1,4,4.6,0.39,Low Risk
EMP006876,05-09-2008,September,Male,Product,No,2,5,5.7,0.52,Low Risk
EMP006877,27-10-2008,October,Female,Service,Yes,1,1,2.9,0.17,Low Risk
EMP006878,11-03-2008,March,Female,Service,Yes,3,7,7.8,0.7,High Risk
EMP006880,02-02-2008,February,Male,Service,No,4,8,7.8,0.72,High Risk
EMP006881,06-03-2008,March,Female,Product,Yes,4,6,7.1,0.62,Low Risk
EMP006882,25-05-2008,May,Male,Service,No,4,7,7.9,0.67,Low Risk
EMP006883,04-01-2008,January,Female,Service,No,2,3,5.5,0.43,Low Risk
EMP006884,22-04-2008,April,Male,Product,No,4,8,8.6,0.74,High Risk
EMP006885,21-05-2008,May,Male,Product,Yes,1,4,5.2,0.33,Low Risk
EMP006886,19-01-2008,January,Female,Service,No,3,5,5,0.41,Low Risk
EMP006887,20-10-2008,October,Male,Service,No,4,7,7,0.62,Low Risk
EMP006888,17-12-2008,December,Female,Service,Yes,3,5,6.2,0.39,Low Risk
EMP006889,08-07-2008,July,Female,Service,No,0,1,0.5,0,Low Risk
EMP006890,04-02-2008,February,Male,Service,Yes,1,4,7.6,0.55,Low Risk
EMP006891,10-10-2008,October,Male,Product,No,3,5,6.9,0.52,Low Risk
EMP006892,23-07-2008,July,Female,Product,Yes,1,4,5.1,0.41,Low Risk
EMP006893,22-10-2008,October,Female,Product,No,1,2,4.8,0.41,Low Risk
EMP006894,14-08-2008,August,Female,Product,No,2,5,7.2,0.56,Low Risk
EMP006895,20-07-2008,July,Female,Service,No,4,8,7.4,0.77,High Risk
EMP006896,30-06-2008,June,Male,Product,Yes,2,2,3.9,0.27,Low Risk
EMP006897,07-09-2008,September,Female,Product,No,2,4,4.3,0.34,Low Risk
EMP006898,27-04-2008,April,Male,Service,Yes,1,3,5.7,0.44,Low Risk
EMP006899,25-05-2008,May,Male,Service,No,5,8,8.4,0.77,High Risk
EMP006900,23-08-2008,August,Female,Service,No,1,2,2.2,0.16,Low Risk
EMP006901,06-07-2008,July,Male,Service,No,2,6,5.8,0.53,Low Risk
EMP006902,22-03-2008,March,Male,Product,Yes,2,4,4.6,0.36,Low Risk
EMP006903,16-09-2008,September,Female,Service,Yes,4,7,6.7,0.63,Low Risk
EMP006904,10-09-2008,September,Female,Product,No,4,8,8.4,0.86,High Risk
EMP006905,23-05-2008,May,Male,Service,No,4,7,7.6,0.78,High Risk
EMP006906,22-02-2008,February,Male,Service,Yes,0,1,2.5,0.15,Low Risk
EMP006907,25-06-2008,June,Male,Service,Yes,1,3,4.2,0.34,Low Risk
EMP006908,15-02-2008,February,Female,Product,Yes,2,3,6.2,0.44,Low Risk
EMP006909,23-10-2008,October,Female,Service,No,3,6,6.2,0.61,Low Risk
EMP006910,03-07-2008,July,Male,Product,Yes,5,9,8,0.77,High Risk
EMP006911,21-05-2008,May,Female,Service,No,3,6,6.7,0.44,Low Risk
EMP006912,28-06-2008,June,Female,Product,Yes,3,4,5.5,0.42,Low Risk
EMP006913,05-05-2008,May,Female,Service,Yes,1,3,4.4,0.29,Low Risk
EMP006914,13-07-2008,July,Female,Service,Yes,2,3,5.1,0.31,Low Risk
EMP006916,07-10-2008,October,Male,Product,Yes,2,4,2.7,0.21,Low Risk
EMP006917,28-01-2008,January,Female,Service,No,1,3,4.3,0.35,Low Risk
EMP006918,18-12-2008,December,Female,Product,Yes,3,6,5.8,0.56,Low Risk
EMP006919,09-04-2008,April,Female,Product,No,3,6,5.8,0.53,Low Risk
EMP006920,25-01-2008,January,Female,Service,Yes,4,7,6.9,0.64,Low Risk
EMP006921,30-07-2008,July,Female,Service,Yes,1,3,2.3,0.15,Low Risk
EMP006923,31-10-2008,October,Female,Product,Yes,1,4,7,0.48,Low Risk
EMP006924,04-02-2008,February,Male,Product,Yes,2,5,5.8,0.45,Low Risk
EMP006925,09-02-2008,February,Female,Service,Yes,2,4,6.9,0.46,Low Risk
EMP006926,19-10-2008,October,Male,Service,No,5,8,8.4,0.85,High Risk
EMP006927,05-08-2008,August,Female,Product,Yes,1,3,4.8,0.35,Low Risk
EMP006928,13-04-2008,April,Female,Service,No,3,5,6.1,0.47,Low Risk
EMP006929,22-08-2008,August,Female,Product,No,3,7,7.1,0.6,Low Risk
EMP006930,18-05-2008,May,Female,Product,Yes,2,3,3.1,0.24,Low Risk
EMP006931,12-09-2008,September,Male,Service,No,4,7,7.2,0.73,High Risk
EMP006932,04-03-2008,March,Female,Service,Yes,2,4,6.7,0.48,Low Risk
EMP006933,17-05-2008,May,Male,Service,Yes,1,3,5.1,0.41,Low Risk
EMP006934,23-09-2008,September,Female,Service,Yes,1,3,5.2,0.32,Low Risk
EMP006936,12-05-2008,May,Female,Product,No,3,7,8.1,0.83,High Risk
EMP006938,08-06-2008,June,Female,Service,Yes,0,1,3.8,0.24,Low Risk
EMP006939,01-04-2008,April,Male,Product,No,1,2,5.8,0.42,Low Risk
EMP006940,10-02-2008,February,Female,Product,No,1,2,6.1,0.37,Low Risk
EMP006941,24-03-2008,March,Female,Product,Yes,1,3,5.9,0.41,Low Risk
EMP006942,08-07-2008,July,Female,Service,Yes,2,2,3.3,0.23,Low Risk
EMP006943,13-07-2008,July,Male,Product,No,4,9,8.5,0.86,High Risk
EMP006944,10-02-2008,February,Male,Product,No,2,7,7.1,0.71,High Risk
